account_id,industry,employees,annual_revenue_m,account_tier,existing_customer,tech_stack_maturity,website_visits_30d,pricing_page_visits_30d,content_downloads_30d,competitor_page_visits_30d,decision_maker_engaged,num_stakeholders_engaged,days_since_last_visit,fit_score,intent_score,opportunity_created
ACC2037,Manufacturing,199,27.8,Mid-Market,1,2.8,9,0,0,0,0,3,27,11.0,11.4,0
ACC2038,Technology,20,3.4,SMB,1,4.3,1,1,1,0,0,1,17,36.4,7.5,0
ACC2039,Financial Services,79,7.3,SMB,1,5.4,7,0,4,1,0,3,1,40.6,39.1,0
ACC2040,Healthcare,142,30.4,Mid-Market,0,3.1,5,2,1,0,1,4,2,22.5,48.5,0
ACC2041,Manufacturing,2846,333.0,Enterprise,0,3.2,9,2,1,1,0,3,8,46.7,39.3,0
ACC2042,Financial Services,504,98.3,Mid-Market,0,9.7,13,2,2,0,0,2,5,69.6,42.4,0
ACC2043,Healthcare,43,9.3,SMB,0,3.8,6,4,3,0,1,2,2,24.0,63.6,0
ACC2044,Retail,460,80.7,Mid-Market,0,4.9,4,2,1,1,0,1,15,31.3,23.4,1
ACC2045,Healthcare,32,6.6,SMB,0,4.8,6,4,2,1,0,0,0,27.2,44.9,0
ACC2046,Technology,999,192.3,Mid-Market,0,4.7,2,1,2,2,0,1,4,57.4,27.7,1
ACC2047,Technology,132,18.5,Mid-Market,0,6.7,6,5,0,0,0,0,26,56.4,27.9,0
ACC2048,Retail,216,47.0,Mid-Market,0,7.4,13,2,1,1,0,4,14,37.4,45.8,0
ACC2049,Technology,1371,178.4,Enterprise,0,4.9,8,2,0,0,0,2,5,61.4,27.3,0
ACC2050,Retail,45,8.0,SMB,0,3.0,6,1,0,2,0,2,26,21.3,20.1,0
ACC2051,Healthcare,39,8.1,SMB,0,8.0,7,1,0,1,1,5,23,37.8,41.3,0
ACC2052,Education,114,16.5,Mid-Market,0,5.3,6,5,2,1,0,2,0,29.6,56.6,0
ACC2053,Manufacturing,943,124.0,Mid-Market,0,9.0,10,2,2,0,0,3,1,49.1,42.5,1
ACC2054,Education,33,5.2,SMB,0,1.0,9,4,2,2,0,1,4,14.6,55.5,0
ACC2055,Financial Services,6,1.3,SMB,0,5.9,5,3,3,2,0,2,26,52.6,42.0,0
ACC2056,Manufacturing,136,32.4,Mid-Market,0,9.3,12,1,2,0,1,2,18,43.0,44.7,0
ACC2057,Financial Services,501,86.5,Mid-Market,1,4.8,5,1,3,3,1,3,0,42.3,62.9,0
ACC2058,Financial Services,1164,224.0,Enterprise,0,5.0,4,1,0,1,0,2,7,59.9,19.7,1
ACC2059,Healthcare,134,31.3,Mid-Market,0,6.1,12,2,0,1,0,3,12,32.4,38.2,0
ACC2060,Retail,143,13.8,Mid-Market,0,4.4,4,1,1,0,0,1,3,26.8,17.4,0
ACC2061,Education,1096,130.9,Enterprise,0,4.9,6,2,0,0,1,2,12,36.9,36.3,1
ACC2062,Manufacturing,21,4.2,SMB,0,4.8,7,3,4,0,0,3,4,27.1,50.6,0
ACC2063,Financial Services,147,32.3,Mid-Market,0,4.2,8,2,0,0,0,0,3,48.3,22.2,0
ACC2064,Financial Services,313,70.6,Mid-Market,0,8.0,8,1,2,0,0,2,4,62.3,29.7,0
ACC2065,Manufacturing,438,65.9,Mid-Market,0,6.4,11,2,1,1,0,3,30,36.1,33.7,0
ACC2066,Technology,126,12.0,Mid-Market,0,6.0,5,3,1,0,0,5,23,54.0,34.4,0
ACC2067,Technology,255,39.4,Mid-Market,0,7.1,14,3,2,2,1,3,24,58.8,69.7,1
ACC2068,Financial Services,9,1.1,SMB,0,5.0,6,5,3,0,0,1,24,49.7,43.3,0
ACC2069,Technology,103,13.3,Mid-Market,0,4.0,3,2,4,1,0,1,1,47.2,39.1,0
ACC2070,Technology,441,93.2,Mid-Market,0,4.3,7,2,1,2,0,1,22,51.2,30.0,0
ACC2071,Technology,68,6.3,SMB,0,5.5,7,1,1,2,1,2,2,51.9,49.5,1
ACC2072,Technology,264,58.3,Mid-Market,1,3.4,6,0,2,3,0,0,18,35.6,24.2,0
ACC2073,Technology,437,66.7,Mid-Market,0,4.5,7,2,5,0,0,1,7,51.8,41.7,0
ACC2074,Education,156,28.3,Mid-Market,0,4.5,5,2,2,0,0,1,2,27.3,29.0,1
ACC2075,Financial Services,305,29.0,Mid-Market,1,9.7,9,2,3,0,1,1,5,56.8,52.2,0
ACC2076,Financial Services,69,9.5,SMB,0,1.0,4,1,2,1,0,2,5,37.0,28.3,0
ACC2077,Manufacturing,187,17.8,Mid-Market,0,5.1,1,4,3,0,0,3,13,29.5,40.3,0
ACC2078,Technology,540,131.5,Mid-Market,0,9.0,7,2,1,0,0,2,9,67.6,28.2,0
ACC2079,Education,300,65.2,Mid-Market,0,5.7,3,1,1,3,1,1,16,32.5,40.1,1
ACC2080,Manufacturing,114,18.0,Mid-Market,1,7.0,11,2,3,2,0,3,5,24.2,56.1,0
ACC2081,Technology,327,38.6,Mid-Market,0,5.7,10,2,2,1,0,2,13,54.8,39.8,1
ACC2082,Financial Services,619,147.7,Mid-Market,0,4.2,2,1,2,1,0,1,15,52.4,18.5,0
ACC2083,Retail,17,2.4,SMB,0,1.0,6,2,0,2,1,2,0,14.5,50.7,1
ACC2084,Education,1104,118.5,Enterprise,0,5.9,6,3,1,1,0,0,4,40.3,33.6,0
ACC2085,Financial Services,158,27.8,Mid-Market,1,3.9,4,3,1,0,0,5,21,36.3,33.8,0
ACC2086,Healthcare,425,102.2,Mid-Market,0,3.9,5,2,2,1,0,1,12,27.7,30.0,0
ACC2087,Technology,1160,93.6,Enterprise,0,4.5,5,2,1,0,0,1,5,58.2,23.9,0
ACC2088,Education,41,4.9,SMB,0,9.0,8,3,2,2,0,2,2,41.2,51.9,1
ACC2089,Technology,97,23.2,SMB,0,10.0,10,2,1,1,0,1,1,67.0,37.7,0
ACC2090,Education,168,18.3,Mid-Market,0,5.9,4,4,0,2,1,2,2,32.0,58.7,1
ACC2091,Healthcare,88,8.7,SMB,0,4.6,5,2,6,1,0,2,2,27.0,52.4,0
ACC2092,Healthcare,2334,413.0,Enterprise,0,3.1,6,2,1,0,0,3,4,41.9,31.6,1
ACC2093,Healthcare,80,18.1,SMB,0,6.4,5,1,2,0,0,2,1,32.9,26.4,0
ACC2094,Technology,118,19.0,Mid-Market,1,9.1,12,0,0,0,1,3,1,53.2,40.6,1
ACC2095,Technology,319,79.5,Mid-Market,0,5.0,2,3,5,1,1,2,18,52.4,58.3,0
ACC2096,Technology,51,10.0,SMB,0,1.0,5,2,1,0,1,3,2,36.8,45.6,0
ACC2097,Technology,146,13.5,Mid-Market,1,6.8,18,2,0,1,0,2,8,45.8,45.7,1
ACC2098,Manufacturing,369,91.8,Mid-Market,0,7.5,10,1,1,1,0,1,2,39.1,31.4,0
ACC2099,Financial Services,158,23.6,Mid-Market,1,2.3,5,1,1,1,0,2,6,31.1,25.5,0
ACC2100,Technology,216,27.8,Mid-Market,1,5.9,6,1,2,0,1,4,3,43.5,47.6,0
ACC2101,Education,122,21.3,Mid-Market,0,6.4,16,2,0,1,0,1,0,33.3,42.9,0
ACC2102,Retail,34,4.5,SMB,0,5.4,1,2,1,0,0,4,40,29.2,13.2,0
ACC2103,Education,371,35.1,Mid-Market,0,3.9,9,3,2,0,0,4,6,27.2,47.9,0
ACC2104,Education,2395,192.2,Enterprise,0,7.5,14,1,1,0,0,1,4,57.0,31.6,0
ACC2105,Technology,250,39.1,Mid-Market,0,4.7,4,2,1,2,0,1,2,50.8,33.4,0
ACC2106,Financial Services,327,72.7,Mid-Market,0,2.5,3,1,1,0,0,1,6,44.2,14.7,0
ACC2107,Manufacturing,602,106.7,Mid-Market,0,1.4,9,2,1,1,0,1,10,21.0,32.7,0
ACC2108,Manufacturing,46,11.5,SMB,0,8.0,5,1,1,3,0,2,3,37.9,36.4,0
ACC2109,Technology,2237,288.0,Enterprise,0,6.7,6,2,1,0,0,1,6,75.0,25.0,0
ACC2110,Retail,318,40.6,Mid-Market,1,5.7,8,1,1,0,1,3,2,21.7,44.1,1
ACC2111,Technology,2041,218.7,Enterprise,0,4.6,6,3,1,0,0,3,7,66.3,36.3,0
ACC2112,Technology,94,10.1,SMB,0,4.4,12,1,0,1,0,1,15,48.5,25.4,0
ACC2113,Healthcare,2600,334.1,Enterprise,0,3.3,7,1,2,0,0,4,0,44.9,35.6,0
ACC2114,Healthcare,670,143.9,Mid-Market,1,4.6,7,1,1,0,0,2,7,21.1,23.1,0
ACC2115,Healthcare,502,117.5,Mid-Market,1,1.3,9,1,2,1,0,1,5,8.7,32.7,0
ACC2116,Technology,331,81.3,Mid-Market,0,4.0,3,1,1,0,0,1,0,49.2,17.1,0
ACC2117,Retail,177,21.1,Mid-Market,1,4.9,5,3,0,0,0,1,28,17.8,16.9,0
ACC2118,Technology,1165,267.7,Enterprise,0,6.7,6,2,1,0,0,2,3,65.5,29.1,0
ACC2119,Technology,293,39.8,Mid-Market,1,5.4,3,0,0,0,0,3,8,42.5,10.0,0
ACC2120,Retail,18,1.8,SMB,0,7.1,14,2,2,1,1,2,4,34.7,63.8,0
ACC2121,Education,57,13.0,SMB,0,8.2,10,2,1,1,0,2,3,38.7,39.8,0
ACC2122,Retail,192,36.1,Mid-Market,0,7.6,7,2,2,1,1,3,7,37.9,55.3,0
ACC2123,Retail,366,39.5,Mid-Market,0,6.4,19,1,2,0,0,0,11,35.4,37.2,0
ACC2124,Manufacturing,227,34.7,Mid-Market,0,5.5,6,4,2,0,0,2,15,31.2,40.0,0
ACC2125,Healthcare,1193,153.7,Enterprise,0,3.5,6,1,5,1,0,4,10,33.1,46.8,0
ACC2126,Technology,19,3.9,SMB,1,7.0,3,3,1,1,1,2,7,45.4,48.5,1
ACC2127,Financial Services,294,46.2,Mid-Market,0,8.9,9,1,1,1,0,2,15,65.1,27.8,0
ACC2128,Financial Services,23,5.7,SMB,0,6.2,4,5,1,0,0,5,7,53.8,50.9,0
ACC2129,Technology,656,58.6,Mid-Market,0,9.3,11,4,1,1,0,1,36,69.6,37.2,0
ACC2130,Manufacturing,216,30.3,Mid-Market,0,2.4,4,4,0,0,0,1,7,20.9,29.5,0
ACC2131,Financial Services,422,68.3,Mid-Market,1,3.2,6,2,3,0,0,1,3,36.4,34.0,0
ACC2132,Technology,79,13.1,SMB,0,7.2,10,2,2,2,0,3,5,57.6,50.7,0
ACC2133,Technology,1291,172.6,Enterprise,0,6.0,9,5,0,2,0,0,6,64.3,49.9,1
ACC2134,Manufacturing,947,193.2,Mid-Market,0,8.1,9,2,2,0,0,1,3,46.2,34.4,1
ACC2135,Technology,522,119.4,Mid-Market,0,5.5,9,1,3,1,0,2,1,55.9,41.1,1
ACC2136,Retail,206,49.4,Mid-Market,1,3.8,5,3,2,0,0,0,5,14.4,30.7,1
ACC2137,Financial Services,519,112.6,Mid-Market,0,5.1,4,3,1,1,0,3,22,54.5,32.4,0
ACC2138,Financial Services,97,21.8,SMB,1,2.4,7,0,1,1,0,3,2,30.8,27.0,0
ACC2139,Healthcare,744,129.2,Mid-Market,0,3.2,8,3,1,2,0,0,4,28.2,41.4,0
ACC2140,Retail,2088,460.2,Enterprise,0,7.4,5,3,0,1,0,2,14,53.9,30.1,0
ACC2141,Financial Services,984,129.5,Mid-Market,1,7.2,6,2,2,0,0,4,0,54.5,40.0,1
ACC2142,Manufacturing,94,13.9,SMB,0,6.2,13,3,2,2,0,0,17,32.4,47.5,0
ACC2143,Healthcare,391,52.3,Mid-Market,0,2.1,6,2,2,4,0,2,12,21.4,49.0,0
ACC2144,Technology,45,7.2,SMB,0,4.8,5,2,2,2,0,4,7,49.3,45.6,0
ACC2145,Retail,514,66.1,Mid-Market,0,3.1,5,2,0,1,0,0,2,25.8,23.1,0
ACC2146,Manufacturing,439,106.9,Mid-Market,1,7.9,9,1,2,0,1,3,0,30.0,50.2,0
ACC2147,Manufacturing,21,2.8,SMB,0,4.3,7,3,2,0,0,3,2,25.4,43.6,0
ACC2148,Retail,54,5.2,SMB,1,3.3,4,3,1,1,0,0,14,11.4,26.7,0
ACC2149,Retail,169,28.7,Mid-Market,0,5.6,12,1,2,2,0,2,27,31.0,36.3,0
ACC2150,Manufacturing,165,14.8,Mid-Market,0,4.2,7,2,2,1,0,1,13,26.4,32.5,0
ACC2151,Retail,50,4.9,SMB,0,8.5,11,4,4,0,0,2,7,39.6,58.2,0
ACC2152,Manufacturing,405,47.5,Mid-Market,0,4.0,6,3,1,2,0,6,30,27.8,45.9,0
ACC2153,Manufacturing,339,53.9,Mid-Market,1,2.7,9,0,4,0,1,2,17,11.9,42.6,0
ACC2154,Healthcare,190,29.2,Mid-Market,0,1.2,6,1,2,0,0,1,10,16.7,21.5,0
ACC2155,Manufacturing,91,19.7,SMB,0,5.4,11,1,3,2,0,2,0,29.7,49.3,0
ACC2156,Technology,956,196.7,Mid-Market,1,4.4,9,0,1,1,0,2,3,45.0,26.6,0
ACC2157,Retail,2104,320.8,Enterprise,0,2.6,6,4,0,0,0,0,3,38.2,31.0,0
ACC2158,Retail,130,17.8,Mid-Market,0,7.9,12,1,1,1,1,1,4,38.3,48.2,0
ACC2159,Technology,110,14.7,Mid-Market,0,6.8,8,4,3,4,0,2,4,56.5,70.6,1
ACC2160,Retail,463,98.0,Mid-Market,0,5.4,7,2,1,0,0,1,28,33.0,17.9,0
ACC2161,Technology,153,13.6,Mid-Market,0,8.2,10,1,2,1,0,3,13,61.5,36.9,0
ACC2162,Financial Services,204,16.8,Mid-Market,0,6.8,15,3,0,1,0,4,11,57.4,51.8,0
ACC2163,Manufacturing,640,137.8,Mid-Market,0,3.9,2,4,1,0,0,0,5,29.6,28.3,0
ACC2164,Technology,20,3.2,SMB,0,3.4,8,1,3,0,1,3,4,44.5,51.1,0
ACC2165,Retail,1358,138.9,Enterprise,0,7.1,15,3,1,1,0,0,1,46.5,47.9,0
ACC2166,Retail,268,32.2,Mid-Market,0,6.3,12,2,1,1,1,5,6,34.2,65.0,0
ACC2167,Healthcare,143,34.1,Mid-Market,0,5.8,4,1,1,1,0,2,2,31.5,25.6,0
ACC2168,Technology,217,49.1,Mid-Market,1,3.8,4,1,1,0,0,3,4,36.5,22.8,0
ACC2169,Technology,233,46.8,Mid-Market,0,6.7,15,2,3,1,0,0,1,57.3,49.9,0
ACC2170,Healthcare,25,4.0,SMB,0,4.0,7,1,2,0,1,2,4,24.5,42.8,0
ACC2171,Education,1708,287.7,Enterprise,0,5.3,5,5,4,1,0,1,0,43.6,60.0,0
ACC2172,Healthcare,258,63.4,Mid-Market,0,8.4,7,2,1,1,0,2,0,41.1,36.6,0
ACC2173,Technology,435,106.2,Mid-Market,0,4.2,10,3,0,1,0,1,20,50.8,32.2,1
ACC2174,Healthcare,843,98.3,Mid-Market,0,2.4,8,3,3,0,0,5,10,26.4,51.7,0
ACC2175,Healthcare,64,13.9,SMB,0,3.4,5,1,0,0,0,2,8,22.8,15.9,0
ACC2176,Manufacturing,452,51.3,Mid-Market,0,7.5,9,4,1,0,0,3,7,39.8,46.5,0
ACC2177,Technology,172,20.0,Mid-Market,0,6.0,10,2,2,2,0,4,12,54.4,50.9,0
ACC2178,Manufacturing,735,143.3,Mid-Market,0,5.2,10,2,3,4,0,2,13,34.7,58.3,0
ACC2179,Healthcare,15,2.2,SMB,0,4.5,4,2,1,0,0,0,27,26.0,10.9,1
ACC2180,Education,215,51.2,Mid-Market,0,6.5,6,2,0,0,0,1,2,34.4,22.6,0
ACC2181,Financial Services,111,10.6,Mid-Market,0,3.8,4,1,2,1,0,1,15,46.6,21.5,0
ACC2182,Healthcare,429,71.6,Mid-Market,0,6.1,12,4,1,1,1,2,47,35.0,51.9,0
ACC2183,Education,450,106.3,Mid-Market,0,4.0,9,2,4,0,1,2,0,28.2,61.0,1
ACC2184,Technology,97,22.7,SMB,0,3.7,7,3,3,1,0,2,4,46.2,48.7,0
ACC2185,Education,96,10.2,SMB,0,4.2,8,2,4,1,1,4,5,25.8,68.3,0
ACC2186,Manufacturing,211,30.0,Mid-Market,1,4.7,9,1,0,0,1,2,17,17.4,32.9,0
ACC2187,Technology,76,14.1,SMB,1,5.4,4,0,1,1,0,3,0,40.6,23.4,1
ACC2188,Financial Services,731,78.3,Mid-Market,0,6.0,3,2,0,2,0,3,9,59.4,31.1,0
ACC2189,Manufacturing,151,36.9,Mid-Market,0,1.0,4,4,4,0,1,2,22,15.7,56.8,0
ACC2190,Technology,5,1.2,SMB,0,3.9,11,1,0,0,0,2,1,46.0,27.4,0
ACC2191,Healthcare,150,16.3,Mid-Market,0,4.7,13,2,0,0,0,0,1,27.9,30.3,1
ACC2192,Financial Services,63,6.3,SMB,0,8.5,9,1,1,0,0,5,84,61.7,4.8,0
ACC2193,Healthcare,29,2.7,SMB,0,3.3,7,2,0,1,0,0,17,22.2,20.2,0
ACC2194,Technology,48,11.3,SMB,0,5.8,6,4,1,1,0,3,11,52.7,45.5,0
ACC2195,Retail,282,31.8,Mid-Market,0,8.5,9,3,0,2,1,3,5,41.6,62.0,1
ACC2196,Education,1376,207.5,Enterprise,0,2.9,8,4,1,1,0,1,19,32.8,39.4,0
ACC2197,Education,367,57.4,Mid-Market,0,6.3,9,3,3,0,1,3,25,35.1,56.1,0
ACC2198,Manufacturing,111,20.2,Mid-Market,0,3.9,10,1,2,0,0,3,13,24.9,32.0,0
ACC2199,Technology,442,40.8,Mid-Market,0,4.5,3,1,1,1,0,1,5,51.9,20.0,0
ACC2200,Manufacturing,134,15.9,Mid-Market,0,3.9,8,1,1,0,0,2,8,25.1,24.2,0
ACC2201,Technology,99,23.6,SMB,1,4.0,9,1,2,2,0,1,1,36.2,39.1,1
ACC2202,Technology,54,12.7,SMB,0,10.0,8,3,4,0,1,1,1,66.6,62.0,1
ACC2203,Financial Services,25,5.3,SMB,0,7.2,15,2,1,1,1,4,15,57.1,62.9,0
ACC2204,Financial Services,147,12.2,Mid-Market,0,7.7,8,1,2,0,0,4,0,59.8,37.1,0
ACC2205,Manufacturing,300,40.7,Mid-Market,1,6.5,7,0,3,2,0,3,0,24.1,40.5,0
ACC2206,Manufacturing,215,40.2,Mid-Market,0,2.3,6,5,2,2,0,1,7,20.5,55.8,0
ACC2207,Financial Services,142,18.0,Mid-Market,0,6.3,7,3,2,0,0,1,1,55.2,38.1,0
ACC2208,Technology,71,16.7,SMB,0,7.6,7,3,0,0,0,1,3,58.8,29.6,1
ACC2209,Education,539,101.2,Mid-Market,0,3.8,6,1,3,1,0,0,5,28.3,29.3,0
ACC2210,Financial Services,44,4.1,SMB,0,7.4,14,1,0,0,0,2,7,57.9,29.5,0
ACC2211,Financial Services,671,157.4,Mid-Market,1,6.9,5,0,1,1,0,2,3,50.8,20.8,0
ACC2212,Technology,66,16.0,SMB,0,9.2,10,1,2,0,0,0,6,64.1,26.0,1
ACC2213,Manufacturing,92,8.6,SMB,1,4.7,7,3,1,1,0,0,4,16.4,35.0,0
ACC2214,Manufacturing,36,6.1,SMB,0,3.3,6,1,1,0,0,0,0,22.3,18.5,0
ACC2215,Technology,127,16.7,Mid-Market,1,4.8,10,0,1,1,0,3,20,39.0,24.4,0
ACC2216,Technology,869,127.6,Mid-Market,0,8.4,13,1,0,0,0,3,3,68.5,32.5,0
ACC2217,Manufacturing,478,52.8,Mid-Market,1,1.8,10,1,3,1,0,1,9,10.2,36.5,0
ACC2218,Manufacturing,873,155.6,Mid-Market,0,1.4,5,2,1,1,0,2,8,23.4,30.5,0
ACC2219,Technology,482,117.1,Mid-Market,0,5.7,15,1,2,0,0,1,2,56.2,37.8,0
ACC2220,Education,58,9.6,SMB,0,4.6,5,1,1,1,0,5,0,26.8,36.6,0
ACC2221,Technology,159,15.0,Mid-Market,0,5.5,8,2,3,0,1,3,19,52.7,51.1,1
ACC2222,Financial Services,88,16.3,SMB,0,7.4,12,1,2,1,0,1,6,58.3,36.7,1
ACC2223,Education,1379,190.1,Enterprise,1,4.4,6,1,2,0,0,3,5,26.7,29.3,0
ACC2224,Financial Services,51,11.5,SMB,0,1.8,10,3,1,0,0,2,14,39.5,36.5,0
ACC2225,Healthcare,781,120.2,Mid-Market,0,9.6,13,1,3,1,0,1,0,49.7,44.4,1
ACC2226,Financial Services,781,88.1,Mid-Market,0,3.5,5,2,1,0,0,2,14,51.5,23.3,0
ACC2227,Technology,2639,296.9,Enterprise,1,3.4,9,3,3,0,0,2,5,56.6,46.3,1
ACC2228,Education,143,30.1,Mid-Market,0,7.7,11,1,0,3,0,2,8,37.8,39.3,0
ACC2229,Financial Services,617,77.2,Mid-Market,0,4.7,7,3,3,0,0,1,13,54.1,37.4,1
ACC2230,Retail,4751,999.8,Enterprise,0,5.4,8,3,2,0,1,4,7,70.8,60.7,1
ACC2231,Technology,109,12.5,Mid-Market,0,6.5,13,2,1,1,0,1,0,55.5,42.4,1
ACC2232,Technology,33,4.4,SMB,0,7.7,13,2,1,1,0,2,13,58.8,40.3,0
ACC2233,Technology,21,3.3,SMB,0,4.8,10,1,0,1,0,1,15,49.1,22.4,0
ACC2234,Manufacturing,618,148.5,Mid-Market,0,8.5,9,3,1,1,0,2,6,44.6,43.0,0
ACC2235,Financial Services,21,5.0,SMB,0,1.2,3,2,3,0,1,4,5,37.2,52.2,0
ACC2236,Retail,150,17.3,Mid-Market,0,7.0,13,2,4,2,1,3,2,35.5,78.7,1
ACC2237,Financial Services,432,60.9,Mid-Market,0,3.8,4,3,2,1,0,3,10,49.5,41.0,0
ACC2238,Education,311,32.8,Mid-Market,0,8.2,6,2,0,1,0,1,21,40.9,20.1,0
ACC2239,Technology,425,70.8,Mid-Market,0,5.8,4,4,2,0,0,2,10,56.0,39.0,0
ACC2240,Retail,326,51.6,Mid-Market,0,4.2,6,3,2,1,0,1,14,27.8,36.5,0
ACC2241,Manufacturing,1290,300.7,Enterprise,0,6.8,8,2,2,0,0,1,18,44.9,27.1,1
ACC2242,Manufacturing,70,16.7,SMB,0,7.3,15,1,1,1,0,1,2,35.8,38.7,0
ACC2243,Retail,101,14.7,Mid-Market,0,6.8,12,1,0,0,0,1,5,34.4,24.4,0
ACC2244,Manufacturing,89,14.6,SMB,0,3.4,6,1,2,1,0,2,5,23.1,31.2,0
ACC2245,Healthcare,719,167.1,Mid-Market,0,4.5,11,5,0,1,1,4,8,32.3,73.5,0
ACC2246,Technology,788,171.1,Mid-Market,0,5.5,8,4,1,1,0,2,0,58.2,49.8,0
ACC2247,Technology,439,35.4,Mid-Market,0,5.4,5,2,1,3,0,6,8,54.8,52.0,0
ACC2248,Education,1139,153.1,Enterprise,1,7.0,6,0,1,1,1,2,0,33.2,38.0,0
ACC2249,Healthcare,52,7.9,SMB,0,1.5,7,3,1,1,0,3,16,16.4,39.1,0
ACC2250,Manufacturing,2137,254.4,Enterprise,0,6.2,8,2,4,0,0,2,32,50.4,32.4,0
ACC2251,Financial Services,1772,201.9,Enterprise,0,4.9,4,2,2,1,0,2,3,64.9,34.9,0
ACC2252,Technology,636,55.0,Mid-Market,0,3.8,0,2,2,0,0,3,7,51.3,25.6,0
ACC2253,Technology,2480,469.6,Enterprise,0,4.0,8,2,3,3,1,1,17,68.2,60.7,1
ACC2254,Manufacturing,28,3.5,SMB,0,5.1,10,2,0,0,0,6,3,28.1,42.7,0
ACC2255,Financial Services,123,10.9,Mid-Market,1,1.0,7,0,4,1,0,0,1,26.4,30.3,0
ACC2256,Technology,94,11.2,SMB,0,4.1,3,2,1,0,0,0,13,47.5,14.9,0
ACC2257,Financial Services,625,135.2,Mid-Market,0,3.7,10,2,4,1,0,2,11,50.8,48.4,1
ACC2258,Technology,62,13.9,SMB,0,6.6,10,1,0,0,0,0,8,55.5,17.4,0
ACC2259,Healthcare,655,106.2,Mid-Market,0,3.9,10,5,2,0,0,5,28,29.7,55.4,0
ACC2260,Technology,1453,219.0,Enterprise,0,5.1,2,2,2,1,0,3,31,62.8,24.0,0
ACC2261,Manufacturing,604,148.7,Mid-Market,0,8.6,14,2,1,0,0,1,19,44.8,31.6,0
ACC2262,Financial Services,353,40.3,Mid-Market,0,7.5,5,3,0,1,0,3,3,61.0,37.4,0
ACC2263,Financial Services,67,7.8,SMB,0,7.3,9,2,0,0,0,2,2,57.8,30.0,0
ACC2264,Technology,81,10.5,SMB,1,4.5,9,0,3,0,0,1,18,37.6,20.8,0
ACC2265,Technology,1242,135.8,Enterprise,0,6.6,6,1,0,0,1,3,10,65.9,34.1,1
ACC2266,Financial Services,673,97.2,Mid-Market,0,5.0,8,3,1,0,0,2,5,55.6,37.1,0
ACC2267,Financial Services,232,54.5,Mid-Market,0,5.1,5,1,1,1,0,2,5,52.0,25.9,0
ACC2268,Healthcare,142,26.2,Mid-Market,0,6.3,9,1,1,3,0,1,19,33.1,33.1,0
ACC2269,Technology,17,2.6,SMB,1,4.3,5,0,1,3,0,1,1,36.4,28.4,0
ACC2270,Manufacturing,60,14.3,SMB,0,8.5,12,2,1,2,1,3,28,39.7,55.4,1
ACC2271,Retail,2936,259.1,Enterprise,0,5.2,12,3,2,1,0,3,10,54.1,52.7,1
ACC2272,Manufacturing,46,5.3,SMB,0,6.7,12,3,0,0,0,2,15,33.6,35.1,0
ACC2273,Technology,313,55.2,Mid-Market,0,8.4,7,2,1,0,0,0,4,63.6,24.3,0
ACC2274,Financial Services,906,167.3,Mid-Market,0,7.6,11,1,1,0,0,4,8,66.2,34.4,0
ACC2275,Technology,47,4.1,SMB,0,2.7,5,1,3,1,0,0,13,42.4,24.7,0
ACC2276,Technology,311,46.2,Mid-Market,1,6.4,14,2,4,0,0,4,5,46.0,57.6,1
ACC2277,Education,828,157.6,Mid-Market,0,7.2,11,2,2,0,0,2,6,42.1,39.1,0
ACC2278,Technology,248,49.3,Mid-Market,0,7.3,9,4,4,1,0,2,8,59.4,59.8,0
ACC2279,Financial Services,10187,1920.1,Enterprise,0,3.3,7,4,1,3,0,1,0,88.1,55.1,0
ACC2280,Healthcare,27,3.6,SMB,0,4.2,7,1,1,1,0,1,19,25.2,20.4,0
ACC2281,Manufacturing,969,92.9,Mid-Market,0,7.5,6,1,0,0,0,0,20,44.4,6.8,0
ACC2282,Healthcare,195,29.8,Mid-Market,0,4.0,5,1,0,2,0,1,3,26.0,24.7,0
ACC2283,Technology,667,68.0,Mid-Market,0,4.9,6,2,1,1,1,1,21,55.2,38.6,0
ACC2284,Financial Services,434,104.6,Mid-Market,0,8.7,15,2,0,1,0,0,13,65.7,33.5,0
ACC2285,Healthcare,94,15.1,SMB,0,5.4,5,2,1,4,0,1,6,29.7,43.0,1
ACC2286,Technology,329,44.1,Mid-Market,0,4.0,1,1,2,1,0,1,4,49.2,21.4,0
ACC2287,Financial Services,21,4.4,SMB,1,3.7,4,0,2,0,1,3,5,34.5,35.1,0
ACC2288,Technology,536,88.3,Mid-Market,0,6.2,8,6,1,1,0,4,7,58.3,64.6,1
ACC2289,Technology,360,47.8,Mid-Market,1,2.8,7,2,2,1,0,2,5,34.5,38.5,1
ACC2290,Financial Services,561,122.3,Mid-Market,0,5.0,5,2,3,1,0,2,5,54.6,39.5,1
ACC2291,Technology,968,220.1,Mid-Market,0,6.2,10,3,2,0,1,4,2,62.1,65.6,0
ACC2292,Healthcare,394,76.6,Mid-Market,0,8.1,5,3,0,0,0,1,12,41.3,23.1,0
ACC2293,Manufacturing,296,26.0,Mid-Market,0,6.8,4,5,6,0,0,0,9,36.1,55.0,0
ACC2294,Retail,77,13.6,SMB,1,4.1,5,0,2,0,0,2,48,14.2,2.2,0
ACC2295,Technology,96,20.1,SMB,0,7.9,12,1,1,0,0,2,1,60.1,32.8,0
ACC2296,Technology,1144,118.1,Enterprise,1,4.9,8,0,0,1,0,3,1,48.3,25.0,0
